date,commodity,price
11-04-2018,Gram,59.93959751
12-04-2018,Gram,60.04289473
13-04-2018,Gram,59.99901117
14-04-2018,Gram,60.13779448
15-04-2018,Gram,60.13423775
16-04-2018,Gram,60.16193926
17-04-2018,Gram,60.11013391
18-04-2018,Gram,60.16508637
19-04-2018,Gram,60.27500769
20-04-2018,Gram,60.22064592
21-04-2018,Gram,60.24093357
22-04-2018,Gram,60.12800025
23-04-2018,Gram,60.21782276
24-04-2018,Gram,60.29908747
25-04-2018,Gram,60.19994654
26-04-2018,Gram,60.29708042
27-04-2018,Gram,60.26053225
28-04-2018,Gram,60.20021126
29-04-2018,Gram,60.29121464
30-04-2018,Gram,60.3054718
01-05-2018,Gram,60.37403844
02-05-2018,Gram,60.30640012
03-05-2018,Gram,60.38561579
04-05-2018,Gram,60.35388172
05-05-2018,Gram,60.40109738
06-05-2018,Gram,60.37914105
07-05-2018,Gram,60.50610195
08-05-2018,Gram,60.49456837
09-05-2018,Gram,60.47341381
10-05-2018,Gram,60.48417286
11-05-2018,Gram,60.53411403
12-05-2018,Gram,60.5516214
13-05-2018,Gram,60.51097016
14-05-2018,Gram,60.5618388
15-05-2018,Gram,60.52140774
16-05-2018,Gram,60.58617861
17-05-2018,Gram,60.55022944
18-05-2018,Gram,60.65867489
19-05-2018,Gram,60.60003812
20-05-2018,Gram,60.55608668
21-05-2018,Gram,60.58274189
22-05-2018,Gram,60.63743352
23-05-2018,Gram,60.57361541
24-05-2018,Gram,60.72907054
25-05-2018,Gram,60.67611702
26-05-2018,Gram,60.77741966
27-05-2018,Gram,60.68574204
28-05-2018,Gram,60.6592171
29-05-2018,Gram,60.70287148
30-05-2018,Gram,60.72230606
31-05-2018,Gram,60.7722745
01-06-2018,Gram,60.75343105
02-06-2018,Gram,60.77144825
03-06-2018,Gram,60.77994264
04-06-2018,Gram,60.83081662
05-06-2018,Gram,60.83659132
06-06-2018,Gram,60.92944188
07-06-2018,Gram,60.81187331
08-06-2018,Gram,60.87665715
09-06-2018,Gram,60.95314529
10-06-2018,Gram,60.73244573
11-06-2018,Gram,60.94191263
12-06-2018,Gram,60.97834836
13-06-2018,Gram,60.91096604
14-06-2018,Gram,60.9377657
15-06-2018,Gram,60.98007422
16-06-2018,Gram,60.99635893
17-06-2018,Gram,60.95825914
18-06-2018,Gram,61.02794727
19-06-2018,Gram,60.96071916
20-06-2018,Gram,60.9737616
21-06-2018,Gram,60.98730434
22-06-2018,Gram,61.00531672
23-06-2018,Gram,61.12997256
24-06-2018,Gram,61.0627574
25-06-2018,Gram,61.0397304
26-06-2018,Gram,61.09236909
27-06-2018,Gram,61.16684219
28-06-2018,Gram,61.13061927
29-06-2018,Gram,61.12500975
30-06-2018,Gram,61.12844055
01-07-2018,Gram,61.11578779
02-07-2018,Gram,61.1400074
03-07-2018,Gram,61.25569334
04-07-2018,Gram,61.23227383
05-07-2018,Gram,61.20636757
06-07-2018,Gram,61.32253949
07-07-2018,Gram,61.24527796
08-07-2018,Gram,61.26609298
09-07-2018,Gram,61.28284776
10-07-2018,Gram,61.30578581
11-07-2018,Gram,61.33833918
12-07-2018,Gram,61.34553167
13-07-2018,Gram,61.34295411
14-07-2018,Gram,61.39758449
15-07-2018,Gram,61.29881563
16-07-2018,Gram,61.27161714
17-07-2018,Gram,61.3276824
18-07-2018,Gram,61.38327955
19-07-2018,Gram,61.38435613
20-07-2018,Gram,61.3496169
21-07-2018,Gram,61.44868744
22-07-2018,Gram,61.3804701
23-07-2018,Gram,61.41775223
24-07-2018,Gram,61.51125196
25-07-2018,Gram,61.47288362
26-07-2018,Gram,61.47816663
27-07-2018,Gram,61.47044654
28-07-2018,Gram,61.46744021
29-07-2018,Gram,61.49953276
30-07-2018,Gram,61.5453252
31-07-2018,Gram,61.57687021
01-08-2018,Gram,61.54246125
02-08-2018,Gram,61.57650605
03-08-2018,Gram,61.61105859
04-08-2018,Gram,61.67291582
05-08-2018,Gram,61.64907768
06-08-2018,Gram,61.71511215
07-08-2018,Gram,61.57030623
08-08-2018,Gram,61.64404962
09-08-2018,Gram,61.59946579
10-08-2018,Gram,61.75867047
11-08-2018,Gram,61.75072802
12-08-2018,Gram,61.71155296
13-08-2018,Gram,61.74080175
14-08-2018,Gram,61.63675774
15-08-2018,Gram,61.70254912
16-08-2018,Gram,61.77317907
17-08-2018,Gram,61.8558071
18-08-2018,Gram,61.75771397
19-08-2018,Gram,61.823435
20-08-2018,Gram,61.77861424
21-08-2018,Gram,61.87138361
22-08-2018,Gram,61.86198634
23-08-2018,Gram,61.75573645
24-08-2018,Gram,61.89918387
25-08-2018,Gram,61.94617779
26-08-2018,Gram,61.94782985
27-08-2018,Gram,61.96778404
28-08-2018,Gram,61.99832913
29-08-2018,Gram,61.99685927
30-08-2018,Gram,61.91778047
31-08-2018,Gram,61.95973706
01-09-2018,Gram,62.10250462
02-09-2018,Gram,61.95896462
03-09-2018,Gram,62.02926059
04-09-2018,Gram,62.13799957
05-09-2018,Gram,62.03155236
06-09-2018,Gram,62.11527975
07-09-2018,Gram,62.03066833
08-09-2018,Gram,62.1166059
09-09-2018,Gram,61.98790843
10-09-2018,Gram,62.13232682
11-09-2018,Gram,62.02733447
12-09-2018,Gram,62.17202413
13-09-2018,Gram,62.13348157
14-09-2018,Gram,62.1112378
15-09-2018,Gram,62.15117551
16-09-2018,Gram,62.24285249
17-09-2018,Gram,62.20647893
18-09-2018,Gram,62.20466891
19-09-2018,Gram,62.2346666
20-09-2018,Gram,62.25519597
21-09-2018,Gram,62.33436121
22-09-2018,Gram,62.19371376
23-09-2018,Gram,62.20686589
24-09-2018,Gram,62.26648591
25-09-2018,Gram,62.33102588
26-09-2018,Gram,62.30563789
27-09-2018,Gram,62.40045148
28-09-2018,Gram,62.35915264
29-09-2018,Gram,62.4419987
30-09-2018,Gram,62.4763632
01-10-2018,Gram,62.429228
02-10-2018,Gram,62.38019643
03-10-2018,Gram,62.54275526
04-10-2018,Gram,62.48339864
05-10-2018,Gram,62.43453283
06-10-2018,Gram,62.46306775
07-10-2018,Gram,62.60522754
08-10-2018,Gram,62.60335402
09-10-2018,Gram,62.57059467
10-10-2018,Gram,62.66825582
11-10-2018,Gram,62.50453404
12-10-2018,Gram,62.5844399
13-10-2018,Gram,62.644531
14-10-2018,Gram,62.5610509
15-10-2018,Gram,62.61782891
16-10-2018,Gram,62.68063429
17-10-2018,Gram,62.71251434
18-10-2018,Gram,62.66553152
19-10-2018,Gram,62.68856437
20-10-2018,Gram,62.73741005
21-10-2018,Gram,62.79977179
22-10-2018,Gram,62.76802966
23-10-2018,Gram,62.76295407
24-10-2018,Gram,62.80117534
25-10-2018,Gram,62.80555518
26-10-2018,Gram,62.85351968
27-10-2018,Gram,62.77909049
28-10-2018,Gram,62.91611833
29-10-2018,Gram,62.97515775
30-10-2018,Gram,62.90857551
31-10-2018,Gram,62.93864368
01-11-2018,Gram,62.85326621
02-11-2018,Gram,62.98106587
03-11-2018,Gram,62.99420575
04-11-2018,Gram,62.93320462
05-11-2018,Gram,63.03862984
06-11-2018,Gram,62.96981937
07-11-2018,Gram,63.02741702
08-11-2018,Gram,62.92616307
09-11-2018,Gram,63.13358053
10-11-2018,Gram,63.03419964
11-11-2018,Gram,63.03246298
12-11-2018,Gram,62.99396362
13-11-2018,Gram,63.22058301
14-11-2018,Gram,63.13781911
15-11-2018,Gram,63.08509496
16-11-2018,Gram,63.21720007
17-11-2018,Gram,63.25319219
18-11-2018,Gram,63.18071082
19-11-2018,Gram,63.28976354
20-11-2018,Gram,63.28658575
21-11-2018,Gram,63.15494736
22-11-2018,Gram,63.25990011
23-11-2018,Gram,63.20161
24-11-2018,Gram,63.2775616
25-11-2018,Gram,63.38673879
26-11-2018,Gram,63.36914221
27-11-2018,Gram,63.31496077
28-11-2018,Gram,63.31858334
29-11-2018,Gram,63.38614631
30-11-2018,Gram,63.37776877
01-12-2018,Gram,63.4415381
02-12-2018,Gram,63.37515272
03-12-2018,Gram,63.44510923
04-12-2018,Gram,63.38673029
05-12-2018,Gram,63.54844096
06-12-2018,Gram,63.60520527
07-12-2018,Gram,63.45838298
08-12-2018,Gram,63.59144918
09-12-2018,Gram,63.47688807
10-12-2018,Gram,63.68703132
11-12-2018,Gram,63.46836513
12-12-2018,Gram,63.6257593
13-12-2018,Gram,63.69132163
14-12-2018,Gram,63.64011772
15-12-2018,Gram,63.64902884
16-12-2018,Gram,63.65736944
17-12-2018,Gram,63.5524898
18-12-2018,Gram,63.67867354
19-12-2018,Gram,63.74881094
20-12-2018,Gram,63.78420972
21-12-2018,Gram,63.77074022
22-12-2018,Gram,63.71657199
23-12-2018,Gram,63.86075618
24-12-2018,Gram,63.83980473
25-12-2018,Gram,63.89916253
26-12-2018,Gram,63.85235017
27-12-2018,Gram,63.86413104
28-12-2018,Gram,63.90929765
29-12-2018,Gram,63.89728221
30-12-2018,Gram,63.96555579
31-12-2018,Gram,63.96987014
01-01-2019,Gram,63.91527983
02-01-2019,Gram,64.00342985
03-01-2019,Gram,63.9508065
04-01-2019,Gram,64.01766226
05-01-2019,Gram,64.06721757
06-01-2019,Gram,64.05710229
07-01-2019,Gram,64.05695307
08-01-2019,Gram,64.05052004
09-01-2019,Gram,64.15217592
10-01-2019,Gram,64.19561176
11-01-2019,Gram,64.13478654
12-01-2019,Gram,64.13753715
13-01-2019,Gram,64.19744935
14-01-2019,Gram,64.18471277
15-01-2019,Gram,64.22672928
16-01-2019,Gram,64.21493664
17-01-2019,Gram,64.22084198
18-01-2019,Gram,64.2754844
19-01-2019,Gram,64.3340385
20-01-2019,Gram,64.35374511
21-01-2019,Gram,64.29175298
22-01-2019,Gram,64.30255756
23-01-2019,Gram,64.42237442
24-01-2019,Gram,64.37969988
25-01-2019,Gram,64.39617503
26-01-2019,Gram,64.42433819
27-01-2019,Gram,64.31679853
28-01-2019,Gram,64.39488251
29-01-2019,Gram,64.43875778
30-01-2019,Gram,64.41382035
31-01-2019,Gram,64.46492556
01-02-2019,Gram,64.48357976
02-02-2019,Gram,64.55642976
03-02-2019,Gram,64.52171508
04-02-2019,Gram,64.57354983
05-02-2019,Gram,64.62790275
06-02-2019,Gram,64.5913814
07-02-2019,Gram,64.67199445
08-02-2019,Gram,64.60272902
09-02-2019,Gram,64.63795652
10-02-2019,Gram,64.68068869
11-02-2019,Gram,64.60727537
12-02-2019,Gram,64.66862375
13-02-2019,Gram,64.62826987
14-02-2019,Gram,64.69286898
15-02-2019,Gram,64.76836582
16-02-2019,Gram,64.70803072
17-02-2019,Gram,64.74472645
18-02-2019,Gram,64.76302897
19-02-2019,Gram,64.71512956
20-02-2019,Gram,64.67567852
21-02-2019,Gram,64.77955813
22-02-2019,Gram,64.80292982
23-02-2019,Gram,64.7982529
24-02-2019,Gram,64.91265361
25-02-2019,Gram,64.87958266
26-02-2019,Gram,64.93099107
27-02-2019,Gram,64.94271828
28-02-2019,Gram,64.97039844
01-03-2019,Gram,64.984689
02-03-2019,Gram,64.96157006
03-03-2019,Gram,64.9356219
04-03-2019,Gram,64.92512273
05-03-2019,Gram,65.03657331
06-03-2019,Gram,65.04062684
07-03-2019,Gram,65.0248709
08-03-2019,Gram,65.10287056
09-03-2019,Gram,65.15375414
10-03-2019,Gram,64.93643725
11-03-2019,Gram,65.24212934
12-03-2019,Gram,65.1279846
13-03-2019,Gram,65.11985435
14-03-2019,Gram,65.147764
15-03-2019,Gram,65.20027992
16-03-2019,Gram,65.13858885
17-03-2019,Gram,65.12696105
18-03-2019,Gram,65.17823099
19-03-2019,Gram,65.3310316
20-03-2019,Gram,65.20098447
21-03-2019,Gram,65.26677026
22-03-2019,Gram,65.30677674
23-03-2019,Gram,65.31838486
24-03-2019,Gram,65.36084501
25-03-2019,Gram,65.34925509
26-03-2019,Gram,65.30366983
27-03-2019,Gram,65.313465
28-03-2019,Gram,65.49042126
29-03-2019,Gram,65.36594031
30-03-2019,Gram,65.50183141
31-03-2019,Gram,65.41174575
01-04-2019,Gram,65.43322681
02-04-2019,Gram,65.38394615
03-04-2019,Gram,65.4590261
04-04-2019,Gram,65.40625433
05-04-2019,Gram,65.49459521
06-04-2019,Gram,65.4644872
07-04-2019,Gram,65.47790355
08-04-2019,Gram,65.61226965
09-04-2019,Gram,65.54040772
10-04-2019,Gram,65.5165589
11-04-2019,Gram,65.59901434
12-04-2019,Gram,65.57585072
13-04-2019,Gram,65.5640605
14-04-2019,Gram,65.62667952
15-04-2019,Gram,65.58728603
16-04-2019,Gram,65.68945571
17-04-2019,Gram,65.65804548
18-04-2019,Gram,65.68480102
19-04-2019,Gram,65.70233756
20-04-2019,Gram,65.72622854
21-04-2019,Gram,65.79775598
22-04-2019,Gram,65.74518604
23-04-2019,Gram,65.7579338
24-04-2019,Gram,65.81082183
25-04-2019,Gram,65.85532911
26-04-2019,Gram,65.88802412
27-04-2019,Gram,65.75315358
28-04-2019,Gram,65.82954789
29-04-2019,Gram,65.87664943
30-04-2019,Gram,65.93686235
01-05-2019,Gram,65.84961249
02-05-2019,Gram,65.90619066
03-05-2019,Gram,65.94853135
04-05-2019,Gram,65.94245685
05-05-2019,Gram,65.92960654
06-05-2019,Gram,65.93836898
07-05-2019,Gram,65.88077857
08-05-2019,Gram,65.96205288
09-05-2019,Gram,66.02820992
10-05-2019,Gram,65.93494652
11-05-2019,Gram,65.95207602
12-05-2019,Gram,66.13192792
13-05-2019,Gram,66.13029672
14-05-2019,Gram,66.08517812
15-05-2019,Gram,66.08965188
16-05-2019,Gram,66.10058226
17-05-2019,Gram,66.12694396
18-05-2019,Gram,66.12583314
19-05-2019,Gram,66.16655886
20-05-2019,Gram,66.00540575
21-05-2019,Gram,66.10753238
22-05-2019,Gram,66.03707246
23-05-2019,Gram,66.13412681
24-05-2019,Gram,66.10180812
25-05-2019,Gram,66.17660066
26-05-2019,Gram,66.29733618
27-05-2019,Gram,66.30332376
28-05-2019,Gram,66.22665006
29-05-2019,Gram,66.33730817
30-05-2019,Gram,66.28588377
31-05-2019,Gram,66.37182304
01-06-2019,Gram,66.27336055
02-06-2019,Gram,66.2805583
03-06-2019,Gram,66.33906278
04-06-2019,Gram,66.35838463
05-06-2019,Gram,66.41658034
06-06-2019,Gram,66.38207831
07-06-2019,Gram,66.38270589
08-06-2019,Gram,66.45098524
09-06-2019,Gram,66.3599505
10-06-2019,Gram,66.4624395
11-06-2019,Gram,66.47070731
12-06-2019,Gram,66.43731396
13-06-2019,Gram,66.36483334
14-06-2019,Gram,66.39545301
15-06-2019,Gram,66.53715704
16-06-2019,Gram,66.54838536
17-06-2019,Gram,66.55153806
18-06-2019,Gram,66.52178271
19-06-2019,Gram,66.53859624
20-06-2019,Gram,66.52168022
21-06-2019,Gram,66.48252632
22-06-2019,Gram,66.65108254
23-06-2019,Gram,66.6281614
24-06-2019,Gram,66.60226273
25-06-2019,Gram,66.5779895
26-06-2019,Gram,66.60616676
27-06-2019,Gram,66.66418263
28-06-2019,Gram,66.70247844
29-06-2019,Gram,66.65684838
30-06-2019,Gram,66.71679519
01-07-2019,Gram,66.7375523
02-07-2019,Gram,66.73493744
03-07-2019,Gram,66.61417098
04-07-2019,Gram,66.78927928
05-07-2019,Gram,66.62183713
06-07-2019,Gram,66.79960037
07-07-2019,Gram,66.75579229
08-07-2019,Gram,66.87357795
09-07-2019,Gram,66.78737949
10-07-2019,Gram,66.81594039
11-07-2019,Gram,66.85018474
12-07-2019,Gram,66.82949354
13-07-2019,Gram,66.90055763
14-07-2019,Gram,66.94439884
15-07-2019,Gram,66.95551901
16-07-2019,Gram,66.80421879
17-07-2019,Gram,66.92468399
18-07-2019,Gram,66.99464273
19-07-2019,Gram,66.95949138
20-07-2019,Gram,66.91644949
21-07-2019,Gram,67.0526049
22-07-2019,Gram,66.86600905
23-07-2019,Gram,66.96056098
24-07-2019,Gram,67.07083372
25-07-2019,Gram,66.98909597
26-07-2019,Gram,67.00403685
27-07-2019,Gram,67.11537708
28-07-2019,Gram,67.07277691
29-07-2019,Gram,66.99928669
30-07-2019,Gram,67.0536456
31-07-2019,Gram,67.13769141
01-08-2019,Gram,67.17847347
02-08-2019,Gram,67.06173394
03-08-2019,Gram,67.15774049
04-08-2019,Gram,67.09387477
05-08-2019,Gram,67.0984237
06-08-2019,Gram,67.16170696
07-08-2019,Gram,67.22812355
08-08-2019,Gram,67.23402426
09-08-2019,Gram,67.23243284
10-08-2019,Gram,67.26262839
11-08-2019,Gram,67.34855313
12-08-2019,Gram,67.19701025
13-08-2019,Gram,67.28654863
14-08-2019,Gram,67.28177474
15-08-2019,Gram,67.15339044
16-08-2019,Gram,67.2751779
17-08-2019,Gram,67.32748363
18-08-2019,Gram,67.31620348
19-08-2019,Gram,67.28610164
20-08-2019,Gram,67.36652747
21-08-2019,Gram,67.39051165
22-08-2019,Gram,67.39785423
23-08-2019,Gram,67.39702896
24-08-2019,Gram,67.38925184
25-08-2019,Gram,67.40830813
26-08-2019,Gram,67.51242172
27-08-2019,Gram,67.50721585
28-08-2019,Gram,67.43965972
29-08-2019,Gram,67.44682115
30-08-2019,Gram,67.53199297
31-08-2019,Gram,67.49120578
01-09-2019,Gram,67.47960792
02-09-2019,Gram,67.4632954
03-09-2019,Gram,67.57810841
04-09-2019,Gram,67.52255861
05-09-2019,Gram,67.71039116
06-09-2019,Gram,67.57258008
07-09-2019,Gram,67.62387005
08-09-2019,Gram,67.61263282
09-09-2019,Gram,67.6342448
10-09-2019,Gram,67.61712242
11-09-2019,Gram,67.69441962
12-09-2019,Gram,67.68544765
13-09-2019,Gram,67.71431799
14-09-2019,Gram,67.72696325
15-09-2019,Gram,67.77649848
16-09-2019,Gram,67.72858233
17-09-2019,Gram,67.7171208
18-09-2019,Gram,67.82015794
19-09-2019,Gram,67.74681249
20-09-2019,Gram,67.68331144
21-09-2019,Gram,67.75402284
22-09-2019,Gram,67.79436141
23-09-2019,Gram,67.88610972
24-09-2019,Gram,67.86439051
25-09-2019,Gram,67.8170369
26-09-2019,Gram,67.91192131
27-09-2019,Gram,67.91733459
28-09-2019,Gram,67.8872753
29-09-2019,Gram,67.91129313
30-09-2019,Gram,67.98579849
01-10-2019,Gram,67.93253611
02-10-2019,Gram,67.96116653
03-10-2019,Gram,67.89845679
04-10-2019,Gram,67.95952985
05-10-2019,Gram,67.94200338
06-10-2019,Gram,68.01959838
07-10-2019,Gram,68.05974809
08-10-2019,Gram,67.99063819
09-10-2019,Gram,68.1737265
10-10-2019,Gram,68.18157343
11-10-2019,Gram,68.16009553
12-10-2019,Gram,68.13438737
13-10-2019,Gram,68.16793565
14-10-2019,Gram,68.12702896
15-10-2019,Gram,68.23376765
16-10-2019,Gram,68.23625453
17-10-2019,Gram,68.26946461
18-10-2019,Gram,68.23115711
19-10-2019,Gram,68.27763793
20-10-2019,Gram,68.24102428
21-10-2019,Gram,68.25429369
22-10-2019,Gram,68.23661414
23-10-2019,Gram,68.26066473
24-10-2019,Gram,68.39040928
25-10-2019,Gram,68.27231879
26-10-2019,Gram,68.35986119
27-10-2019,Gram,68.33408965
28-10-2019,Gram,68.31592126
29-10-2019,Gram,68.37048457
30-10-2019,Gram,68.40064874
31-10-2019,Gram,68.41125135
01-11-2019,Gram,68.35825623
02-11-2019,Gram,68.52470195
03-11-2019,Gram,68.55209784
04-11-2019,Gram,68.44164444
05-11-2019,Gram,68.54698202
06-11-2019,Gram,68.45029601
07-11-2019,Gram,68.61816054
08-11-2019,Gram,68.54642817
09-11-2019,Gram,68.66219091
10-11-2019,Gram,68.61777573
11-11-2019,Gram,68.68741621
12-11-2019,Gram,68.61930249
13-11-2019,Gram,68.65014829
14-11-2019,Gram,68.64281901
15-11-2019,Gram,68.68162565
16-11-2019,Gram,68.73650455
17-11-2019,Gram,68.69369825
18-11-2019,Gram,68.69054743
19-11-2019,Gram,68.79201528
20-11-2019,Gram,68.77249019
21-11-2019,Gram,68.74393565
22-11-2019,Gram,68.85299684
23-11-2019,Gram,68.75645259
24-11-2019,Gram,68.7179431
25-11-2019,Gram,68.89756592
26-11-2019,Gram,68.85365225
27-11-2019,Gram,68.77425111
28-11-2019,Gram,68.85296197
29-11-2019,Gram,68.90836565
30-11-2019,Gram,69.01367991
01-12-2019,Gram,68.82713369
02-12-2019,Gram,68.99094179
03-12-2019,Gram,69.01901569
04-12-2019,Gram,69.03088366
05-12-2019,Gram,68.93672307
06-12-2019,Gram,69.05875488
07-12-2019,Gram,69.08714906
08-12-2019,Gram,69.09743429
09-12-2019,Gram,69.09129106
10-12-2019,Gram,69.02511991
11-12-2019,Gram,69.15053512
12-12-2019,Gram,69.22399498
13-12-2019,Gram,69.24000994
14-12-2019,Gram,69.15967523
15-12-2019,Gram,69.19811388
16-12-2019,Gram,69.16743443
17-12-2019,Gram,69.21871219
18-12-2019,Gram,69.26535651
19-12-2019,Gram,69.2292905
20-12-2019,Gram,69.24238557
21-12-2019,Gram,69.30911999
22-12-2019,Gram,69.30229794
23-12-2019,Gram,69.32543793
24-12-2019,Gram,69.32131477
25-12-2019,Gram,69.36520054
26-12-2019,Gram,69.36467509
27-12-2019,Gram,69.419677
28-12-2019,Gram,69.45248116
29-12-2019,Gram,69.48313805
30-12-2019,Gram,69.53976063
31-12-2019,Gram,69.53776485
01-01-2020,Gram,69.42642754
02-01-2020,Gram,69.48448025
03-01-2020,Gram,69.55864723
04-01-2020,Gram,69.534172
05-01-2020,Gram,69.48969723
06-01-2020,Gram,69.65076015
07-01-2020,Gram,69.61211218
08-01-2020,Gram,69.66358927
09-01-2020,Gram,69.60485469
10-01-2020,Gram,69.67170062
11-01-2020,Gram,69.65716257
12-01-2020,Gram,69.72271953
13-01-2020,Gram,69.70906466
14-01-2020,Gram,69.61965858
15-01-2020,Gram,69.74729761
16-01-2020,Gram,69.68056059
17-01-2020,Gram,69.74155526
18-01-2020,Gram,69.75287859
19-01-2020,Gram,69.7920897
20-01-2020,Gram,69.83254903
21-01-2020,Gram,69.85554496
22-01-2020,Gram,69.84859694
23-01-2020,Gram,69.81766022
24-01-2020,Gram,69.82699361
25-01-2020,Gram,69.85743211
26-01-2020,Gram,69.87415904
27-01-2020,Gram,69.90354488
28-01-2020,Gram,70.02868785
29-01-2020,Gram,69.90505838
30-01-2020,Gram,70.04780018
31-01-2020,Gram,70.004833
01-02-2020,Gram,70.03117551
02-02-2020,Gram,69.97615244
03-02-2020,Gram,70.02709321
04-02-2020,Gram,70.06166259
05-02-2020,Gram,70.11919324
06-02-2020,Gram,70.07537906
07-02-2020,Gram,70.11653103
08-02-2020,Gram,70.05486933
09-02-2020,Gram,70.1336233
10-02-2020,Gram,70.26734443
11-02-2020,Gram,70.22370451
12-02-2020,Gram,70.21344492
13-02-2020,Gram,70.13596751
14-02-2020,Gram,70.21241294
15-02-2020,Gram,70.28761264
16-02-2020,Gram,70.19330696
17-02-2020,Gram,70.26257199
18-02-2020,Gram,70.20873312
19-02-2020,Gram,70.36399655
20-02-2020,Gram,70.32651098
21-02-2020,Gram,70.26640486
22-02-2020,Gram,70.45568298
23-02-2020,Gram,70.38881633
24-02-2020,Gram,70.42967122
25-02-2020,Gram,70.45083277
26-02-2020,Gram,70.52914157
27-02-2020,Gram,70.42715473
28-02-2020,Gram,70.51747559
29-02-2020,Gram,70.5146068
01-03-2020,Gram,70.33150821
02-03-2020,Gram,70.46549097
03-03-2020,Gram,70.55478263
04-03-2020,Gram,70.62103399
05-03-2020,Gram,70.52016962
06-03-2020,Gram,70.54965056
07-03-2020,Gram,70.59649035
08-03-2020,Gram,70.60734955
09-03-2020,Gram,70.63152373
10-03-2020,Gram,70.66741753
11-03-2020,Gram,70.65965838
12-03-2020,Gram,70.68453464
13-03-2020,Gram,70.71960715
14-03-2020,Gram,70.72632934
15-03-2020,Gram,70.71940207
16-03-2020,Gram,70.74445997
17-03-2020,Gram,70.81515286
18-03-2020,Gram,70.75976849
19-03-2020,Gram,70.79834633
20-03-2020,Gram,70.79644187
21-03-2020,Gram,70.85939365
22-03-2020,Gram,70.77921134
23-03-2020,Gram,70.88573807
24-03-2020,Gram,70.89447029
25-03-2020,Gram,70.92837021
26-03-2020,Gram,70.84385827
27-03-2020,Gram,70.97982946
28-03-2020,Gram,70.98491945
29-03-2020,Gram,71.03162866
30-03-2020,Gram,70.88623193
31-03-2020,Gram,70.98288384
01-04-2020,Gram,71.08344545
02-04-2020,Gram,71.07157502
