Date,District,Commodity,Variety,Soil_Quality,Latitude,Longitude,Price_per_kg
01-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,15.06
02-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.85
03-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.85
04-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.85
05-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.85
06-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.85
07-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.85
08-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.85
09-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.62
10-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.62
11-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.62
12-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.62
13-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.62
14-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.62
15-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.62
16-04-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,25.1
17-04-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,25.1
18-04-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,25.1
19-04-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,25.1
20-04-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,25.1
21-04-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,25.1
22-04-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,25.1
23-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,41.16
24-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,41.16
25-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,41.16
26-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,41.16
27-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,41.16
28-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,41.16
29-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,41.16
30-04-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,47.37
01-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,47.37
02-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,47.37
03-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,47.37
04-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,47.37
05-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,47.37
06-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,47.37
07-05-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,37.17
08-05-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,37.17
09-05-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,37.17
10-05-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,37.17
11-05-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,37.17
12-05-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,37.17
13-05-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,37.17
14-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,28.78
15-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,28.78
16-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,28.78
17-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,28.78
18-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,28.78
19-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,28.78
20-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,28.78
21-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,16.82
22-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,16.82
23-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,16.82
24-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,16.82
25-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,16.82
26-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,16.82
27-05-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,16.82
28-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.29
29-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.29
30-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.29
31-05-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.29
01-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.29
02-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.29
03-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,39.29
04-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,32.18
05-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,32.18
06-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,32.18
07-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,32.18
08-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,32.18
09-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,32.18
10-06-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,32.18
11-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.98
12-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.98
13-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.98
14-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.98
15-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.98
16-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.98
17-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.98
18-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,40.62
19-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,40.62
20-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,40.62
21-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,40.62
22-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,40.62
23-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,40.62
24-06-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,40.62
25-06-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,34.5
26-06-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,34.5
27-06-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,34.5
28-06-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,34.5
29-06-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,34.5
30-06-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,34.5
01-07-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,34.5
02-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,49.45
03-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,49.45
04-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,49.45
05-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,49.45
06-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,49.45
07-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,49.45
08-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,49.45
09-07-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.59
10-07-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.59
11-07-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.59
12-07-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.59
13-07-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.59
14-07-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.59
15-07-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.59
16-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.66
17-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.66
18-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.66
19-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.66
20-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.66
21-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.66
22-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.66
23-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,34.5
24-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,34.5
25-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,34.5
26-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,34.5
27-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,34.5
28-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,34.5
29-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,34.5
30-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,21.33
31-07-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,21.33
01-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,21.33
02-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,21.33
03-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,21.33
04-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,21.33
05-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,21.33
06-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.1
07-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.1
08-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.1
09-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.1
10-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.1
11-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.1
12-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,31.1
13-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.37
14-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.37
15-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.37
16-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.37
17-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.37
18-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.37
19-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.37
20-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.15
21-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.15
22-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.15
23-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.15
24-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.15
25-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.15
26-08-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,34.15
27-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,28.21
28-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,28.21
29-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,28.21
30-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,28.21
31-08-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,28.21
01-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,28.21
02-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,28.21
03-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,24.34
04-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,24.34
05-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,24.34
06-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,24.34
07-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,24.34
08-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,24.34
09-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,24.34
10-09-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,29.19
11-09-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,29.19
12-09-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,29.19
13-09-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,29.19
14-09-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,29.19
15-09-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,29.19
16-09-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,29.19
17-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,15.53
18-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,15.53
19-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,15.53
20-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,15.53
21-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,15.53
22-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,15.53
23-09-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,15.53
24-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,45.44
25-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,45.44
26-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,45.44
27-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,45.44
28-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,45.44
29-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,45.44
30-09-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,45.44
01-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.27
02-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.27
03-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.27
04-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.27
05-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.27
06-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.27
07-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.27
08-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.39
09-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.39
10-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.39
11-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.39
12-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.39
13-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.39
14-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,26.39
15-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.05
16-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.05
17-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.05
18-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.05
19-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.05
20-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.05
21-10-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,36.05
22-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.4
23-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.4
24-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.4
25-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.4
26-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.4
27-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.4
28-10-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,22.4
29-10-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,36.27
30-10-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,36.27
31-10-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,36.27
01-11-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,36.27
02-11-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,36.27
03-11-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,36.27
04-11-2022,Ahmednagar,Moong,Basic,Average,19.093412,74.746855,36.27
05-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.05
06-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.05
07-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.05
08-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.05
09-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.05
10-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.05
11-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,33.05
12-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,38.94
13-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,38.94
14-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,38.94
15-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,38.94
16-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,38.94
17-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,38.94
18-11-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,38.94
19-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,32.93
20-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,32.93
21-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,32.93
22-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,32.93
23-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,32.93
24-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,32.93
25-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,32.93
26-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,27.42
27-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,27.42
28-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,27.42
29-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,27.42
30-11-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,27.42
01-12-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,27.42
02-12-2022,Ahmednagar,Moong,Basic,Good,19.093412,74.746855,27.42
03-12-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,37.16
04-12-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,37.16
05-12-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,37.16
06-12-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,37.16
07-12-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,37.16
08-12-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,37.16
09-12-2022,Ahmednagar,Moong,Basic,Poor,19.093412,74.746855,37.16
